	id	leg_term	desc	pos_tag	term_root
81	1750009	дайсан	монгол улсын тусгаар тогтнол, бүрэн эрхт байдал, нутаг дэвсгэрийн бүрэн бүтэн байдалд аюул занал учруулж, зэвсэглэн халдсан улс,түүний энэхүү зэвсэгт халдлагад холбоотон нь болж буй этгээдийг хэлнэ	NM	дайсан
81	1750009	дайсн	монгол улсын тусгаар тогтнол, бүрэн эрхт байдал, нутаг дэвсгэрийн бүрэн бүтэн байдалд аюул занал учруулж, зэвсэглэн халдсан улс,түүний энэхүү зэвсэгт халдлагад холбоотон нь болж буй этгээдийг хэлнэ	NM	дайсан
78	1920016	жендэр	улс төр, эрх зүй, эдийн засаг, нийгэм, соёлын ба гэр бүлийн харилцаанд эрэгтэй, эмэгтэй хүний гүйцэтгэх үүрэг, хүлээх хариуцлага, тэдний нийгэмд эзлэх байр суурийн талаар уламжлагдан тогтсон, түүхэн явцад хувьсан өөрчлөгддөг ойлголт, үзэл, хандлагыг	NM	жендэр
78	1920016	жендр	улс төр, эрх зүй, эдийн засаг, нийгэм, соёлын ба гэр бүлийн харилцаанд эрэгтэй, эмэгтэй хүний гүйцэтгэх үүрэг, хүлээх хариуцлага, тэдний нийгэмд эзлэх байр суурийн талаар уламжлагдан тогтсон, түүхэн явцад хувьсан өөрчлөгддөг ойлголт, үзэл, хандлагыг	NM	жендэр
79	6140037	орлого	тухайн этгээдийн дотоод гүйлгээнээс бусад гаднаас хүлээн авах бүх төрлийн гүйлгээг	NM	орлого
79	6140037	орлог	тухайн этгээдийн дотоод гүйлгээнээс бусад гаднаас хүлээн авах бүх төрлийн гүйлгээг	NM	орлого
58	6520029	систем	төлбөрийн, клирингийн болон төлбөр тооцооны системийг	NM	систем
59	1960012	жолооч	автотээврийн хэрэгсэл болон мотоциклийг жолоодож яваа хүнийг	NM	жолооч
60	1570016	амьтан	байгаль орчныг хамгаалах тухай хуулийн 3 дугаар зүйлийн 2 дахь хэсгийн 4-т заасныг	NM	амьтан
60	1570016	амьтн	байгаль орчныг хамгаалах тухай хуулийн 3 дугаар зүйлийн 2 дахь хэсгийн 4-т заасныг	NM	амьтан
61	2310023	гомдол	хуульд тусгайлан зааснаар эрх бүхий этгээдийн шийдвэрийг хянуулахаар захиргааны хэргийн шүүхэд гаргасан өргөдөл, шүүгчийн захирамж, тогтоол, анхан, давж заалдах шатны шүүхийн шийдвэр, магадлалыг хянуулахаар гаргасан өргөдөл, зөрчил шалган шийдвэрлэх тухай хуульд заасны дагуу гаргасан прокурорын дүгнэлтийг	NM	гомдол
61	2310023	гомдл	хуульд тусгайлан зааснаар эрх бүхий этгээдийн шийдвэрийг хянуулахаар захиргааны хэргийн шүүхэд гаргасан өргөдөл, шүүгчийн захирамж, тогтоол, анхан, давж заалдах шатны шүүхийн шийдвэр, магадлалыг хянуулахаар гаргасан өргөдөл, зөрчил шалган шийдвэрлэх тухай хуульд заасны дагуу гаргасан прокурорын дүгнэлтийг	NM	гомдол
62	5720230	хүсэлт	энэ хуулийн 1815-д заасан хэлэлцээрийн хүрээнд аль нэг тал нөгөө талдаа гаргасан өргөдлийг	NM	хүсэлт
63	5350015	эротик	гоо сайхны таашаал төрүүлэх зорилгоор хүний нүцгэн биеийг урлаг, уран сайхны хэлбэрээр үзүүлэхийг	NM	эротик
63	5350015	эротк	гоо сайхны таашаал төрүүлэх зорилгоор хүний нүцгэн биеийг урлаг, уран сайхны хэлбэрээр үзүүлэхийг	NM	эротик
64	5950050	тендер	захиалагчийн тогтоосон нөхцөл, шаардлагын дагуу боловсруулж, түүнд ирүүлсэн бараа, ажил, үйлчилгээг гүйцэтгэх тухай сонирхогч этгээдийн саналыг	NM	тендер
65	6810067	шүүрэл	аюултай хог хаягдлаас ялгарсан шингэнийг	NM	шүүрэл
65	6810067	шүүрл	аюултай хог хаягдлаас ялгарсан шингэнийг	NM	шүүрэл
66	5660035	роялти	инновацын тухай хуулийн 3110-т заасныг	NM	роялти
66	5660035	роялт	инновацын тухай хуулийн 3110-т заасныг	NM	роялти
80	6630020	рашаан	физикийн болон химийн өвөрмөц шинж чанар бүхий эмчилгээний ач холбогдолтой байгалийн ус, шаврыг	NM	рашаан
67	8360021	эмчлэх	өвчнийг оношлох, эдгэрүүлэх, өвчтөнийг сэргээн засах, өвчлөхөөс урьдчилан сэргийлэхэд чиглэсэн эмчийн мэргэжлийн цогц үйл ажиллагааг	NM	эмчлэх
67	8360021	эмчлх	өвчнийг оношлох, эдгэрүүлэх, өвчтөнийг сэргээн засах, өвчлөхөөс урьдчилан сэргийлэхэд чиглэсэн эмчийн мэргэжлийн цогц үйл ажиллагааг	NM	эмчлэх
69	2760009	малчин	хөдөлмөр эрхлэлтийг дэмжих тухай хуулийн 319-д заасан иргэнийг	NM	малчин
69	2760009	малчн	хөдөлмөр эрхлэлтийг дэмжих тухай хуулийн 319-д заасан иргэнийг	NM	малчин
70	1570032	үүсмэл	генийн үйл ажиллагаа, бодисын солилцооны дүнд уламжлан үүсэх, байгальд тохиолддог биохимийн нэгдлийг	NM	үүсмэл
70	1570032	үүсмл	генийн үйл ажиллагаа, бодисын солилцооны дүнд уламжлан үүсэх, байгальд тохиолддог биохимийн нэгдлийг	NM	үүсмэл
71	3980026	чадамж	хөдөлмөрийн орчинд ажил олгогчийн зүгээс тавих мэргэжлийн шаардлагыг биелүүлэх түвшинд суралцагчийн эзэмшсэн байвал зохих мэдлэг, чадвар, дадал, хөдөлмөрийн соёлын төлөвшлийг	NM	чадамж
