	id	leg_term	desc	pos_tag	term_root
61	2310023	гомдол	хуульд тусгайлан зааснаар эрх бүхий этгээдийн шийдвэрийг хянуулахаар захиргааны хэргийн шүүхэд гаргасан өргөдөл, шүүгчийн захирамж, тогтоол, анхан, давж заалдах шатны шүүхийн шийдвэр, магадлалыг хянуулахаар гаргасан өргөдөл, зөрчил шалган шийдвэрлэх тухай хуульд заасны дагуу гаргасан прокурорын дүгнэлтийг	NM	гомдол
61	2310023	гомдл	хуульд тусгайлан зааснаар эрх бүхий этгээдийн шийдвэрийг хянуулахаар захиргааны хэргийн шүүхэд гаргасан өргөдөл, шүүгчийн захирамж, тогтоол, анхан, давж заалдах шатны шүүхийн шийдвэр, магадлалыг хянуулахаар гаргасан өргөдөл, зөрчил шалган шийдвэрлэх тухай хуульд заасны дагуу гаргасан прокурорын дүгнэлтийг	NM	гомдол
62	5720230	хүсэлт	энэ хуулийн 1815-д заасан хэлэлцээрийн хүрээнд аль нэг тал нөгөө талдаа гаргасан өргөдлийг	NM	хүсэлт
63	5350015	эротик	гоо сайхны таашаал төрүүлэх зорилгоор хүний нүцгэн биеийг урлаг, уран сайхны хэлбэрээр үзүүлэхийг	NM	эротик
64	5950050	тендер	захиалагчийн тогтоосон нөхцөл, шаардлагын дагуу боловсруулж, түүнд ирүүлсэн бараа, ажил, үйлчилгээг гүйцэтгэх тухай сонирхогч этгээдийн саналыг	NM	тендер
65	6810067	шүүрэл	аюултай хог хаягдлаас ялгарсан шингэнийг	NM	шүүрэл
65	6810067	шүүрл	аюултай хог хаягдлаас ялгарсан шингэнийг	NM	шүүрэл
66	5660035	роялти	инновацын тухай хуулийн 3110-т заасныг	NM	роялти
80	6630020	рашаан	физикийн болон химийн өвөрмөц шинж чанар бүхий эмчилгээний ач холбогдолтой байгалийн ус, шаврыг	NM	рашаан
67	8360021	эмчлэх	өвчнийг оношлох, эдгэрүүлэх, өвчтөнийг сэргээн засах, өвчлөхөөс урьдчилан сэргийлэхэд чиглэсэн эмчийн мэргэжлийн цогц үйл ажиллагааг	NM	эмчлэх
67	8360021	эмчлх	өвчнийг оношлох, эдгэрүүлэх, өвчтөнийг сэргээн засах, өвчлөхөөс урьдчилан сэргийлэхэд чиглэсэн эмчийн мэргэжлийн цогц үйл ажиллагааг	NM	эмчлэх
69	2760009	малчин	хөдөлмөр эрхлэлтийг дэмжих тухай хуулийн 319-д заасан иргэнийг	NM	малчин
70	1570032	үүсмэл	генийн үйл ажиллагаа, бодисын солилцооны дүнд уламжлан үүсэх, байгальд тохиолддог биохимийн нэгдлийг	NM	үүсмэл
70	1570032	үүсмл	генийн үйл ажиллагаа, бодисын солилцооны дүнд уламжлан үүсэх, байгальд тохиолддог биохимийн нэгдлийг	NM	үүсмэл
71	3980026	чадамж	хөдөлмөрийн орчинд ажил олгогчийн зүгээс тавих мэргэжлийн шаардлагыг биелүүлэх түвшинд суралцагчийн эзэмшсэн байвал зохих мэдлэг, чадвар, дадал, хөдөлмөрийн соёлын төлөвшлийг	NM	чадамж
72	4360020	хандив	нийтийн албан тушаалтанд тодорхой зориулалтаар, үнэ төлбөргүй, эсхүл нийтэд санал болгож байгаа хөнгөлөлтөөс илүү хөнгөлөлттэй үнээр санхүүгийн эх үүсвэр, эд хөрөнгө шилжүүлэх болон үйлчилгээ үзүүлэхийг	NM	хандив
73	3760031	хилчин	хилийн цэрэгт алба хааж байгаа цэргийн жинхэнэ алба хаагчийг	NM	хилчин
74	7020015	хоршоо	иргэний хуулийн 364-т заасан хуулийн этгээдийг	NM	хоршоо
75	20015	авлига	энэ хуулийн 41-д заасан этгээд албан тушаалын эрх мэдлээ хувийн ашиг хонжоо олоход урвуулан ашиглах, бусдад давуу байдал олгох, иргэн, хуулийн этгээдээс тэрхүү хууль бус давуу байдлыг олж авах үйлдэл, эс үйлдэхүйгээр илрэх аливаа эрх зүйн зөрчлийг	NM	авлига
76	6700018	сүлжээ	хоёр буюу түүнээс дээш хэрэглэгчийн хооронд мэдээлэл нэвтрүүлэх, дамжуулах болон хүлээн авахад хэрэглэх холбооны шугам, түүнчлэн шуудангийн илгээмжийг хүлээн авах, ялган боловсруулах, тээвэрлэх, гардуулахад зориулалттай техник хэрэгслийн иж бүрдлийг	NM	сүлжээ
77	4880039	ойн үр	мод, бут, сөөг үржүүлэх, ойжуулах, ойг нөхөн сэргээхэд ашиглаж байгаа үржлийн зориулалттай үр хөврөл бүхий эрхтнийг	NM	үр
68	6930013	гажилт	тухайн үнэлгээний зүйлийн онцлог болон бусад нөхцөл байдлаас шалтгаалан үнэлгээнд ашиглаж байгаа журам, аргачлал, заавар нь үнэлгээний олон улсын стандартын зарим шаардлагаас өөр байх нөхцөл байдлыг	NM	гажилт
45	507	заавар	хууль тогтоомжийг хэрэгжүүлэх үйл ажиллагааны арга хэлбэр, зохион байгуулалт, дэс дарааллыг нарийвчлан заасан баримт бичиг	NM	заавар
45	507	заавр	хууль тогтоомжийг хэрэгжүүлэх үйл ажиллагааны арга хэлбэр, зохион байгуулалт, дэс дарааллыг нарийвчлан заасан баримт бичиг	NM	заавар
46	203	бүрдэл	баримт бичиг зохиож бүрдүүлэх, тэдгээрийг хуулийн хүчинтэй болгоход зайлшгүй шаардлагатай хууль, тогтоомж, стандартаар тогтоосон мэдээллийн элемент	NM	бүрдэл
46	203	бүрдл	баримт бичиг зохиож бүрдүүлэх, тэдгээрийг хуулийн хүчинтэй болгоход зайлшгүй шаардлагатай хууль, тогтоомж, стандартаар тогтоосон мэдээллийн элемент	NM	бүрдэл
