	doc_id	doc_title	doc_desc
821	MNCLW00822	эрүүгийн хуулийг дагаж мөрдөх журмын тухай	2002 оны 1 дүгээр сарын 03-ны өдөр
822	MNCLW00823	эрүүгийн хуулийг дагаж мөрдөх журмын тухай	2016 оны 5 дугаар сарын 13-ны өдөр
823	MNCLW00824	эрүүгийн хууль	2002 оны 1 дүгээр сарын 03-ны өдөр
824	MNCLW00825	эрүүгийн хууль	2015 оны 12 дугаар сарын 03-ны өдөр
825	MNCLW00826	эрүүгийн хэрэг хянан шийдвэрлэх тухай	2017 оны 5 дугаар сарын 18-ны өдөр
826	MNCLW00827	эрүүл ахуйн тухай	2016 оны 2 дугаар сарын 04-ний өдөр
827	MNCLW00828	эрүүл мэндийн даатгалын сангийн 2018 оны төсвийн тухай	2017 оны 11 дүгээр сарын 14-ний өдөр
828	MNCLW00829	эрүүл мэндийн даатгалын сангийн 2019 оны төсвийн тухай	2018 оны 11 дүгээр сарын 02-ны өдөр
829	MNCLW00830	эрүүл мэндийн даатгалын сангийн 2020 оны төсвийн тухай	2019 оны 11 сарын 13 өдөр
830	MNCLW00831	эрүүл мэндийн даатгалын сангийн 2021 оны төсвийн тухай	2020 оны 11 сарын 13 өдөр
831	MNCLW00832	эрүүл мэндийн даатгалын сангийн 2022 оны төсвийн тухай	2021 оны 11 сарын 12 өдөр
832	MNCLW00833	эрүүл мэндийн даатгалын сангийн 2023 оны төсвийн тухай	2022 оны 11 сарын 11 өдөр
833	MNCLW00834	эрүүл мэндийн даатгалын тухай хуулийг дагаж мөрдөх журмын тухай	2015 оны 1 дүгээр сарын 29-ний өдөр
834	MNCLW00835	эрүүл мэндийн даатгалын тухай	2015 оны 01 сарын 29 өдөр
835	MNCLW00836	эрүүл мэндийн тухай	2011 оны 5 дугаар сарын 5-ны өдөр
836	MNCLW00837	эрүүл мэндийн тухай хуульд нэмэлт, өөрчлөлт оруулах тухай хуулийг дагаж мөрдөх журмын тухай	2006 оны 1 дүгээр сарын 19-ний өдөр
837	MNCLW00838	эрүүл мэндийн тухай хууль хүчингүй болсонд тооцох тухай	2011 оны 5 дугаар сарын 5-ны өдөр
838	MNCLW00839	эрх олгох тухай	2007 оны 12 дугаар сарын 28-ны өдөр
839	MNCLW00840	эрчим хүчний тухай	2001 оны 2 дугаар сарын 1-ний өдөр
840	MNCLW00841	эрчим хүчний тухай хууль /1995 оны/ хүчингүй болсонд тооцох тухай тухай	2001 оны 02 сарын 01 өдөр
841	MNCLW00842	эрчим хүч хэмнэлтийн тухай	2015 оны 11 дүгээр сарын 26-ны өдөр
842	MNCLW00843	эхийн сүү орлуулагч бүтээгдэхүүний тухай хууль хүчингүй болсонд тооцох тухай	2017 оны 5 дугаар сарын 12-ны өдөр
843	MNCLW00844	эх, эцэг, олон хүүхэдтэй өрх толгойлсон эх, эцэгт тэтгэмж олгох тухай	2017 оны 6 дугаар сарын 30-ны өдөр
